Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 2.646E+00, 2.729E+02, 1.029E+02, 1.793E+02, 4.004E+01, 7.257E+01, 3.077E+01, 0.000E+00, 7.749E+01, 5.409E+00, 7.794E-02, 0.000E+00, 0.000E+00, 7.841E+02
