Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 4.769E-01, 6.596E+01, 2.329E+01, 4.825E+01, 8.466E+00, 2.711E+01, 1.107E+01, 0.000E+00, 1.964E+01, 1.046E+00, 2.132E-02, 0.000E+00, 0.000E+00, 2.053E+02
