s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.6105047E+001, 1.2500091E+001,-4.3801359E+000,-7.1500681E+000,-1.0377471E+000,-1.8196568E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9154149E-002,-2.4982586E-001, 6.6595631E-004, 6.6595631E-004
 2.6207609E+001, 1.2500033E+001,-4.3765079E+000,-7.1483437E+000,-1.0426904E+000,-1.8195021E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9290418E-002,-2.4945921E-001, 6.6595631E-004, 6.6595631E-004
 2.6310169E+001, 1.2500015E+001,-4.3780137E+000,-7.1412561E+000,-1.0475525E+000,-1.8193636E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3515300E-002,-2.4874366E-001, 6.6595631E-004, 6.6595631E-004
 2.6412729E+001, 1.2499985E+001,-4.3783944E+000,-7.1354921E+000,-1.0524220E+000,-1.8192491E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9830740E-002,-2.4824893E-001, 6.6595631E-004, 6.6595631E-004
 2.6617851E+001, 1.2500001E+001,-4.3796461E+000,-7.1264639E+000,-1.0596826E+000,-1.8191169E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4191532E-002,-2.4770364E-001, 6.6595631E-004, 6.6595631E-004
 2.6720411E+001, 1.2500046E+001,-4.3841672E+000,-7.1151121E+000,-1.0654991E+000,-1.8190293E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4988828E-002,-2.4663579E-001, 6.6595631E-004, 6.6595631E-004
 2.6822973E+001, 1.2500075E+001,-4.3840874E+000,-7.1088086E+000,-1.0734462E+000,-1.8190098E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9678175E-002,-2.4816824E-001, 6.6595631E-004, 6.6595631E-004
 2.6925533E+001, 1.2500118E+001,-4.3851407E+000,-7.1034376E+000,-1.0775667E+000,-1.8190090E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4635628E-002,-2.4792781E-001, 6.6595631E-004, 6.6595631E-004
 2.7028093E+001, 1.2500147E+001,-4.3853897E+000,-7.0991439E+000,-1.0814012E+000,-1.8190193E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1002471E-002,-2.4769006E-001, 6.6595631E-004, 6.6595631E-004
 2.7130655E+001, 1.2500171E+001,-4.3855935E+000,-7.0955173E+000,-1.0846992E+000,-1.8190420E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3936095E-002,-2.4754309E-001, 6.6595631E-004, 6.6595631E-004
 2.7346031E+001, 1.2598781E+001,-4.4212827E+000,-7.1521226E+000,-1.0948001E+000,-1.8191267E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7931431E-002,-2.5133707E-001, 6.6595631E-004, 6.6595631E-004
 2.7458849E+001, 1.2614383E+001,-4.4290082E+000,-7.1525966E+000,-1.1040314E+000,-1.8192367E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9725974E-002,-2.5317710E-001, 6.6595631E-004, 6.6595631E-004
 2.7571665E+001, 1.2569604E+001,-4.4170128E+000,-7.1150843E+000,-1.1076595E+000,-1.8192970E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9807850E-002,-2.5208249E-001, 6.6595631E-004, 6.6595631E-004
 2.7684483E+001, 1.2542351E+001,-4.4076473E+000,-7.0912420E+000,-1.1140219E+000,-1.8193368E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0680843E-002,-2.5249425E-001, 6.6595631E-004, 6.6595631E-004
 2.7797298E+001, 1.2525869E+001,-4.4023180E+000,-7.0766023E+000,-1.1155534E+000,-1.8193781E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5764030E-002,-2.5054292E-001, 6.6595631E-004, 6.6595631E-004
 2.7910116E+001, 1.2515850E+001,-4.3983940E+000,-7.0658436E+000,-1.1197743E+000,-1.8194106E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8006993E-002,-2.5010252E-001, 6.6595631E-004, 6.6595631E-004
 2.8022932E+001, 1.2509753E+001,-4.3909764E+000,-7.0629168E+000,-1.1233118E+000,-1.8194370E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6852754E-002,-2.4939529E-001, 6.6595631E-004, 6.6595631E-004
 2.8135748E+001, 1.2506121E+001,-4.3871821E+000,-7.0587946E+000,-1.1274173E+000,-1.8194687E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5502995E-002,-2.4921963E-001, 6.6595631E-004, 6.6595631E-004
 2.8248566E+001, 1.2503850E+001,-4.3898541E+000,-7.0501061E+000,-1.1295066E+000,-1.8194942E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2045053E-002,-2.4756594E-001, 6.6595631E-004, 6.6595631E-004
 2.8361382E+001, 1.2502405E+001,-4.3896687E+000,-7.0448984E+000,-1.1326136E+000,-1.8195254E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0640990E-002,-2.4672833E-001, 6.6595631E-004, 6.6595631E-004
 2.8461887E+001, 1.2269497E+001,-4.3102907E+000,-6.8863397E+000,-1.1323509E+000,-1.8195156E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9073389E-002,-2.4143572E-001, 6.6595631E-004, 6.6595631E-004
 2.8562391E+001, 1.2352528E+001,-4.3387703E+000,-6.9379066E+000,-1.1374335E+000,-1.8195509E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3852421E-002,-2.4353786E-001, 6.6595631E-004, 6.6595631E-004
 2.8763401E+001, 1.2422656E+001,-4.3638684E+000,-6.9787784E+000,-1.1432184E+000,-1.8196535E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0924180E-002,-2.4517464E-001, 6.6595631E-004, 6.6595631E-004
 2.8863907E+001, 1.2461539E+001,-4.3773047E+000,-7.0017305E+000,-1.1454844E+000,-1.8198151E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0219948E-002,-2.4496223E-001, 6.6595631E-004, 6.6595631E-004
 2.8964411E+001, 1.2475556E+001,-4.3819824E+000,-7.0099277E+000,-1.1459999E+000,-1.8199632E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8473461E-002,-2.4435056E-001, 6.6595631E-004, 6.6595631E-004
 2.9064917E+001, 1.2484539E+001,-4.3887908E+000,-7.0082397E+000,-1.1517098E+000,-1.8201380E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3172101E-002,-2.4621478E-001, 6.6595631E-004, 6.6595631E-004
 2.9165421E+001, 1.2490270E+001,-4.3850726E+000,-7.0183430E+000,-1.1493881E+000,-1.8203295E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8797192E-002,-2.4456689E-001, 6.6595631E-004, 6.6595631E-004
 2.9366432E+001, 1.2495152E+001,-4.3891225E+000,-7.0179931E+000,-1.1509201E+000,-1.8206393E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0596225E-002,-2.4494760E-001, 6.6595631E-004, 6.6595631E-004
 2.9466936E+001, 1.2497738E+001,-4.3932117E+000,-7.0142022E+000,-1.1552414E+000,-1.8209506E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2502333E-002,-2.4701219E-001, 6.6595631E-004, 6.6595631E-004
 2.9567442E+001, 1.2498629E+001,-4.3937199E+000,-7.0147246E+000,-1.1556377E+000,-1.8211575E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8148332E-002,-2.4756936E-001, 6.6595631E-004, 6.6595631E-004
 2.9667946E+001, 1.2499167E+001,-4.3947750E+000,-7.0146510E+000,-1.1560408E+000,-1.8213653E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6596096E-002,-2.4843633E-001, 6.6595631E-004, 6.6595631E-004
 2.9768452E+001, 1.2499476E+001,-4.3949503E+000,-7.0124300E+000,-1.1623925E+000,-1.8215628E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9663599E-002,-2.5245288E-001, 6.6595631E-004, 6.6595631E-004
 2.9969461E+001, 1.2499678E+001,-4.3947690E+000,-7.0172509E+000,-1.1565600E+000,-1.8218354E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8390108E-002,-2.5108524E-001, 6.6595631E-004, 6.6595631E-004
 3.0069965E+001, 1.2499747E+001,-4.3940030E+000,-7.0207971E+000,-1.1543641E+000,-1.8220782E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1250430E-002,-2.5162445E-001, 6.6595631E-004, 6.6595631E-004
 3.0170471E+001, 1.2499750E+001,-4.3892273E+000,-7.0251926E+000,-1.1576452E+000,-1.8222240E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0716104E-002,-2.5453720E-001, 6.6595631E-004, 6.6595631E-004
 3.0270975E+001, 1.2499753E+001,-4.3883352E+000,-7.0282791E+000,-1.1551619E+000,-1.8223590E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1547872E-002,-2.5425933E-001, 6.6595631E-004, 6.6595631E-004
 3.0371481E+001, 1.2499747E+001,-4.3903272E+000,-7.0306160E+000,-1.1483090E+000,-1.8224785E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3429085E-002,-2.5175273E-001, 6.6595631E-004, 6.6595631E-004
 3.0572491E+001, 1.2499783E+001,-4.3882212E+000,-7.0323227E+000,-1.1512509E+000,-1.8226518E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6029245E-002,-2.5427689E-001, 6.6595631E-004, 6.6595631E-004
 3.0672995E+001, 1.2499851E+001,-4.3898671E+000,-7.0340164E+000,-1.1461182E+000,-1.8228225E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7617069E-002,-2.5243273E-001, 6.6595631E-004, 6.6595631E-004
 3.0773500E+001, 1.2499908E+001,-4.3853244E+000,-7.0391218E+000,-1.1461658E+000,-1.8229304E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4572412E-002,-2.5299697E-001, 6.6595631E-004, 6.6595631E-004
 3.0874004E+001, 1.2499987E+001,-4.3838884E+000,-7.0409850E+000,-1.1453636E+000,-1.8230438E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0962787E-002,-2.5255480E-001, 6.6595631E-004, 6.6595631E-004
 3.0974510E+001, 1.2499998E+001,-4.3864568E+000,-7.0403676E+000,-1.1409708E+000,-1.8231500E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1987740E-002,-2.5011276E-001, 6.6595631E-004, 6.6595631E-004
 3.1175520E+001, 1.2500039E+001,-4.3857176E+000,-7.0419616E+000,-1.1381269E+000,-1.8232940E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7444018E-002,-2.4809632E-001, 6.6595631E-004, 6.6595631E-004
 3.1276024E+001, 1.2500074E+001,-4.3873043E+000,-7.0383474E+000,-1.1404591E+000,-1.8234208E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6219123E-002,-2.4837904E-001, 6.6595631E-004, 6.6595631E-004
 3.1376530E+001, 1.2500083E+001,-4.3871368E+000,-7.0387660E+000,-1.1385298E+000,-1.8234904E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7812516E-002,-2.4669884E-001, 6.6595631E-004, 6.6595631E-004
 3.1477034E+001, 1.2500089E+001,-4.3876472E+000,-7.0368844E+000,-1.1390758E+000,-1.8235448E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8430635E-002,-2.4587290E-001, 6.6595631E-004, 6.6595631E-004
 3.1577539E+001, 1.2500075E+001,-4.3919759E+000,-7.0309019E+000,-1.1402003E+000,-1.8235760E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8077598E-002,-2.4536101E-001, 6.6595631E-004, 6.6595631E-004
 3.1778549E+001, 1.2500074E+001,-4.3960314E+000,-7.0231930E+000,-1.1434490E+000,-1.8235760E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5838437E-002,-2.4495747E-001, 6.6595631E-004, 6.6595631E-004
 3.1879053E+001, 1.2500105E+001,-4.3996150E+000,-7.0176485E+000,-1.1436694E+000,-1.8235249E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0713255E-002,-2.4318084E-001, 6.6595631E-004, 6.6595631E-004
 3.1979559E+001, 1.2500113E+001,-4.4000203E+000,-7.0155407E+000,-1.1450943E+000,-1.8234446E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7012469E-002,-2.4288714E-001, 6.6595631E-004, 6.6595631E-004
 3.2080063E+001, 1.2500147E+001,-4.3949201E+000,-7.0182261E+000,-1.1484333E+000,-1.8233369E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2848420E-002,-2.4376619E-001, 6.6595631E-004, 6.6595631E-004
 3.2190620E+001, 1.2686144E+001,-4.4619096E+000,-7.1390793E+000,-1.1475515E+000,-1.8232413E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7970425E-002,-2.4472098E-001, 6.6595631E-004, 6.6595631E-004
 3.2301174E+001, 1.2614170E+001,-4.4376678E+000,-7.0883082E+000,-1.1492430E+000,-1.8230819E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1413211E-002,-2.4335697E-001, 6.6595631E-004, 6.6595631E-004
 3.2411732E+001, 1.2570142E+001,-4.4204020E+000,-7.0580781E+000,-1.1525306E+000,-1.8228944E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3286672E-002,-2.4315839E-001, 6.6595631E-004, 6.6595631E-004
 3.2522285E+001, 1.2543187E+001,-4.4113245E+000,-7.0377033E+000,-1.1544752E+000,-1.8227028E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0650310E-002,-2.4258623E-001, 6.6595631E-004, 6.6595631E-004
 3.2743397E+001, 1.2521593E+001,-4.4036984E+000,-7.0209250E+000,-1.1561243E+000,-1.8224151E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7715113E-002,-2.4139652E-001, 6.6595631E-004, 6.6595631E-004
 3.2853951E+001, 1.2510309E+001,-4.4008044E+000,-7.0085588E+000,-1.1598630E+000,-1.8221186E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8242110E-002,-2.4112898E-001, 6.6595631E-004, 6.6595631E-004
 3.2964508E+001, 1.2506493E+001,-4.4028435E+000,-6.9954236E+000,-1.1706228E+000,-1.8219118E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4672058E-002,-2.4458792E-001, 6.6595631E-004, 6.6595631E-004
 3.3075062E+001, 1.2504132E+001,-4.4002494E+000,-6.9922997E+000,-1.1734818E+000,-1.8216826E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2223694E-002,-2.4406694E-001, 6.6595631E-004, 6.6595631E-004
 3.3185619E+001, 1.2502676E+001,-4.4016233E+000,-6.9867192E+000,-1.1753138E+000,-1.8214211E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7182173E-002,-2.4312211E-001, 6.6595631E-004, 6.6595631E-004
 3.3296173E+001, 1.2501748E+001,-4.4018716E+000,-6.9819654E+000,-1.1801006E+000,-1.8211057E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6317989E-002,-2.4430050E-001, 6.6595631E-004, 6.6595631E-004
 3.3406727E+001, 1.2501148E+001,-4.3998397E+000,-6.9807379E+000,-1.1832803E+000,-1.8207214E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0590586E-002,-2.4478232E-001, 6.6595631E-004, 6.6595631E-004
 3.3517284E+001, 1.2500752E+001,-4.4017421E+000,-6.9759101E+000,-1.1860604E+000,-1.8202538E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1228627E-002,-2.4498550E-001, 6.6595631E-004, 6.6595631E-004
 3.3627838E+001, 1.2500485E+001,-4.3971032E+000,-6.9781667E+000,-1.1886405E+000,-1.8196932E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7359528E-002,-2.4539421E-001, 6.6595631E-004, 6.6595631E-004
 3.3738396E+001, 1.2500313E+001,-4.3935404E+000,-6.9773783E+000,-1.1940763E+000,-1.8190586E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5335740E-002,-2.4658809E-001, 6.6595631E-004, 6.6595631E-004
 3.3848949E+001, 1.2500174E+001,-4.4003207E+000,-6.9676195E+000,-1.1959406E+000,-1.8183577E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0742098E-002,-2.4554299E-001, 6.6595631E-004, 6.6595631E-004
 3.4070061E+001, 1.2500052E+001,-4.3983706E+000,-6.9625580E+000,-1.2050231E+000,-1.8172597E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6104170E-002,-2.4762537E-001, 6.6595631E-004, 6.6595631E-004
 3.4180614E+001, 1.2499997E+001,-4.3991923E+000,-6.9589278E+000,-1.2060962E+000,-1.8162836E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8828092E-002,-2.4584759E-001, 6.6595631E-004, 6.6595631E-004
 3.4291172E+001, 1.2499974E+001,-4.3994887E+000,-6.9561469E+000,-1.2082030E+000,-1.8158039E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6969030E-002,-2.4544541E-001, 6.6595631E-004, 6.6595631E-004
 3.4401726E+001, 1.2499960E+001,-4.4010413E+000,-6.9518274E+000,-1.2107953E+000,-1.8155204E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7922531E-002,-2.4525585E-001, 6.6595631E-004, 6.6595631E-004
 3.4512283E+001, 1.2499950E+001,-4.4021176E+000,-6.9480409E+000,-1.2137458E+000,-1.8154605E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5355939E-002,-2.4550047E-001, 6.6595631E-004, 6.6595631E-004
 3.4622837E+001, 1.2499947E+001,-4.3998857E+000,-6.9476489E+000,-1.2168390E+000,-1.8156260E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8634521E-002,-2.4598926E-001, 6.6595631E-004, 6.6595631E-004
 3.4733395E+001, 1.2499945E+001,-4.3994787E+000,-6.9436614E+000,-1.2226466E+000,-1.8159476E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7904625E-002,-2.4743609E-001, 6.6595631E-004, 6.6595631E-004
 3.4843948E+001, 1.2499939E+001,-4.3973691E+000,-6.9427012E+000,-1.2256893E+000,-1.8163324E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2940031E-002,-2.4745356E-001, 6.6595631E-004, 6.6595631E-004
 3.4954502E+001, 1.2499940E+001,-4.3979369E+000,-6.9381991E+000,-1.2295488E+000,-1.8167434E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1393111E-002,-2.4741924E-001, 6.6595631E-004, 6.6595631E-004
 3.5065060E+001, 1.2499941E+001,-4.3973679E+000,-6.9369042E+000,-1.2290910E+000,-1.8171329E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9686834E-002,-2.4513580E-001, 6.6595631E-004, 6.6595631E-004
 3.5175613E+001, 1.2499946E+001,-4.3985045E+000,-6.9315574E+000,-1.2333185E+000,-1.8175186E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0019421E-002,-2.4518621E-001, 6.6595631E-004, 6.6595631E-004
 3.5286171E+001, 1.2499953E+001,-4.3989415E+000,-6.9262455E+000,-1.2388484E+000,-1.8179256E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1931239E-002,-2.4587504E-001, 6.6595631E-004, 6.6595631E-004
 3.5507282E+001, 1.2499963E+001,-4.3987119E+000,-6.9221014E+000,-1.2420226E+000,-1.8185981E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8267826E-002,-2.4473267E-001, 6.6595631E-004, 6.6595631E-004
 3.5617836E+001, 1.2499973E+001,-4.3994605E+000,-6.9159951E+000,-1.2479724E+000,-1.8193506E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9901836E-002,-2.4539039E-001, 6.6595631E-004, 6.6595631E-004
 3.5728394E+001, 1.2499980E+001,-4.3991605E+000,-6.9141335E+000,-1.2498011E+000,-1.8199061E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1251925E-002,-2.4510572E-001, 6.6595631E-004, 6.6595631E-004
 3.5838947E+001, 1.2499985E+001,-4.3943464E+000,-6.9173146E+000,-1.2517143E+000,-1.8204892E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3994816E-002,-2.4543932E-001, 6.6595631E-004, 6.6595631E-004
 3.5949501E+001, 1.2499996E+001,-4.3950251E+000,-6.9155710E+000,-1.2524674E+000,-1.8211273E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7312981E-002,-2.4518071E-001, 6.6595631E-004, 6.6595631E-004
 3.6060059E+001, 1.2499993E+001,-4.3952669E+000,-6.9139373E+000,-1.2539823E+000,-1.8217159E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0979609E-002,-2.4536515E-001, 6.6595631E-004, 6.6595631E-004
 3.6170612E+001, 1.2499994E+001,-4.3973219E+000,-6.9091261E+000,-1.2582766E+000,-1.8223015E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9485786E-002,-2.4696115E-001, 6.6595631E-004, 6.6595631E-004
 3.6281170E+001, 1.2499999E+001,-4.3995780E+000,-6.9057746E+000,-1.2593629E+000,-1.8228823E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1944347E-002,-2.4700512E-001, 6.6595631E-004, 6.6595631E-004
 3.6391724E+001, 1.2500000E+001,-4.3997525E+000,-6.9049887E+000,-1.2601356E+000,-1.8234621E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7845102E-002,-2.4722297E-001, 6.6595631E-004, 6.6595631E-004
 3.6502281E+001, 1.2500003E+001,-4.4013009E+000,-6.9030047E+000,-1.2603948E+000,-1.8240043E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2281398E-002,-2.4709758E-001, 6.6595631E-004, 6.6595631E-004
 3.6612835E+001, 1.2500007E+001,-4.4016622E+000,-6.9023282E+000,-1.2601597E+000,-1.8245159E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4121384E-002,-2.4659505E-001, 6.6595631E-004, 6.6595631E-004
 3.6723389E+001, 1.2500008E+001,-4.4041349E+000,-6.8981344E+000,-1.2620146E+000,-1.8249814E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4917548E-002,-2.4677366E-001, 6.6595631E-004, 6.6595631E-004
 3.6944500E+001, 1.2500011E+001,-4.4053724E+000,-6.8939692E+000,-1.2645921E+000,-1.8255579E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1837774E-002,-2.4647849E-001, 6.6595631E-004, 6.6595631E-004
 3.7055058E+001, 1.2500012E+001,-4.4055560E+000,-6.8924110E+000,-1.2632987E+000,-1.8260037E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8651000E-002,-2.4385441E-001, 6.6595631E-004, 6.6595631E-004
 3.7165611E+001, 1.2500010E+001,-4.4059840E+000,-6.8874718E+000,-1.2690458E+000,-1.8262131E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1093147E-002,-2.4511338E-001, 6.6595631E-004, 6.6595631E-004
 3.7276169E+001, 1.2500007E+001,-4.4059628E+000,-6.8849082E+000,-1.2708939E+000,-1.8263614E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6349095E-002,-2.4439374E-001, 6.6595631E-004, 6.6595631E-004
 3.7386723E+001, 1.2500002E+001,-4.4058650E+000,-6.8810407E+000,-1.2752030E+000,-1.8264435E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0493280E-002,-2.4475075E-001, 6.6595631E-004, 6.6595631E-004
 3.7497276E+001, 1.2500000E+001,-4.4059086E+000,-6.8776057E+000,-1.2782281E+000,-1.8264718E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2184006E-002,-2.4438943E-001, 6.6595631E-004, 6.6595631E-004
 3.7607834E+001, 1.2499998E+001,-4.3996014E+000,-6.8804313E+000,-1.2818472E+000,-1.8264300E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3964319E-002,-2.4452497E-001, 6.6595631E-004, 6.6595631E-004
 3.7718388E+001, 1.2499996E+001,-4.3993072E+000,-6.8771868E+000,-1.2852282E+000,-1.8263161E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2707881E-002,-2.4435748E-001, 6.6595631E-004, 6.6595631E-004
 3.7828945E+001, 1.2499988E+001,-4.4048585E+000,-6.8679864E+000,-1.2887196E+000,-1.8260969E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6293745E-002,-2.4418624E-001, 6.6595631E-004, 6.6595631E-004
 3.7939499E+001, 1.2499980E+001,-4.4034251E+000,-6.8661637E+000,-1.2920041E+000,-1.8257686E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9156470E-002,-2.4418955E-001, 6.6595631E-004, 6.6595631E-004
 3.8050056E+001, 1.2499980E+001,-4.4053198E+000,-6.8606954E+000,-1.2952552E+000,-1.8253291E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4688330E-002,-2.4382282E-001, 6.6595631E-004, 6.6595631E-004
 3.8160610E+001, 1.2499981E+001,-4.4058186E+000,-6.8557797E+000,-1.2996937E+000,-1.8247872E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6746874E-002,-2.4378969E-001, 6.6595631E-004, 6.6595631E-004
 3.8381721E+001, 1.2499984E+001,-4.4068957E+000,-6.8467849E+000,-1.3077241E+000,-1.8238863E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0490408E-002,-2.4380885E-001, 6.6595631E-004, 6.6595631E-004
 3.8492275E+001, 1.2499992E+001,-4.4089304E+000,-6.8369731E+000,-1.3144628E+000,-1.8230320E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6573412E-002,-2.4267804E-001, 6.6595631E-004, 6.6595631E-004
 3.8602833E+001, 1.2500000E+001,-4.4078206E+000,-6.8327582E+000,-1.3191673E+000,-1.8225866E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2961581E-002,-2.4200506E-001, 6.6595631E-004, 6.6595631E-004
 3.8713387E+001, 1.2500010E+001,-4.4078382E+000,-6.8276215E+000,-1.3241417E+000,-1.8222858E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6051630E-002,-2.4182031E-001, 6.6595631E-004, 6.6595631E-004
