s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 4.2011749E+001, 9.8795788E+001,-3.4847890E+001, 1.5328561E+000,-1.7753145E+001,-1.4364319E+000, 1.9243249E+001, 0.0000000E+000, 0.0000000E+000, 6.7814577E+001, 6.5534426E+001, 5.2638253E-003, 5.2638253E-003, 8.4583973E+002
 4.2144913E+001, 9.8667118E+001,-3.4798245E+001, 1.5329995E+000,-1.7760891E+001,-1.4365498E+000, 1.9203432E+001, 0.0000000E+000, 0.0000000E+000, 6.7631378E+001, 6.5407863E+001, 5.2638253E-003, 5.2638253E-003, 8.4822793E+002
 4.2278080E+001, 9.8542019E+001,-3.4758316E+001, 1.5331661E+000,-1.7763669E+001,-1.4366898E+000, 1.9163370E+001, 0.0000000E+000, 0.0000000E+000, 6.7478739E+001, 6.5279882E+001, 5.2638253E-003, 5.2638253E-003, 8.5061105E+002
 4.2366856E+001, 9.8437714E+001,-3.4718062E+001, 1.5332938E+000,-1.7762203E+001,-1.4368007E+000, 1.9130589E+001, 0.0000000E+000, 0.0000000E+000, 6.7372803E+001, 6.5184531E+001, 5.2638253E-003, 5.2638253E-003, 8.5219677E+002
 4.2500019E+001, 9.8337183E+001,-3.4703031E+001, 1.5334099E+000,-1.7758617E+001,-1.4368984E+000, 1.9096129E+001, 0.0000000E+000, 0.0000000E+000, 6.7267438E+001, 6.5068177E+001, 5.2638253E-003, 5.2638253E-003, 8.5457151E+002
 4.2633183E+001, 9.8288252E+001,-3.4681611E+001, 1.5335247E+000,-1.7753054E+001,-1.4370349E+000, 1.9074541E+001, 0.0000000E+000, 0.0000000E+000, 6.7193609E+001, 6.5024618E+001, 5.2638253E-003, 5.2638253E-003, 8.5694278E+002
 4.2726398E+001, 9.8737834E+001,-3.4825006E+001, 1.5336323E+000,-1.7747812E+001,-1.4372100E+000, 1.9138516E+001, 0.0000000E+000, 0.0000000E+000, 6.7259681E+001, 6.5399955E+001, 5.2638253E-003, 5.2638253E-003, 8.5860314E+002
 4.2872879E+001, 9.8946347E+001,-3.4917030E+001, 1.5338709E+000,-1.7748006E+001,-1.4374822E+000, 1.9253602E+001, 0.0000000E+000, 0.0000000E+000, 6.7917133E+001, 6.5631301E+001, 5.2638253E-003, 5.2638253E-003, 8.6123772E+002
 4.2970531E+001, 9.8881741E+001,-3.4893712E+001, 1.5339756E+000,-1.7754868E+001,-1.4377247E+000, 1.9224758E+001, 0.0000000E+000, 0.0000000E+000, 6.7756050E+001, 6.5554170E+001, 5.2638253E-003, 5.2638253E-003, 8.6299029E+002
 4.3126778E+001, 9.9496553E+001,-3.5109381E+001, 1.5339772E+000,-1.7781858E+001,-1.4380223E+000, 1.9343228E+001, 0.0000000E+000, 0.0000000E+000, 6.8049187E+001, 6.6044498E+001, 5.2638253E-003, 5.2638253E-003, 8.6580688E+002
 4.3234196E+001, 9.9508048E+001,-3.5121536E+001, 1.5339617E+000,-1.7830160E+001,-1.4382987E+000, 1.9376798E+001, 0.0000000E+000, 0.0000000E+000, 6.8333538E+001, 6.6028814E+001, 5.2638253E-003, 5.2638253E-003, 8.6775174E+002
 4.3341618E+001, 9.9400291E+001,-3.5077498E+001, 1.5339670E+000,-1.7876809E+001,-1.4384449E+000, 1.9327356E+001, 0.0000000E+000, 0.0000000E+000, 6.8118315E+001, 6.5868863E+001, 5.2638253E-003, 5.2638253E-003, 8.6969095E+002
 4.3449036E+001, 9.9325316E+001,-3.5060094E+001, 1.5339713E+000,-1.7926663E+001,-1.4385204E+000, 1.9283599E+001, 0.0000000E+000, 0.0000000E+000, 6.7947652E+001, 6.5717609E+001, 5.2638253E-003, 5.2638253E-003, 8.7162574E+002
 4.3610165E+001, 9.9183441E+001,-3.5011089E+001, 1.5339012E+000,-1.7988788E+001,-1.4385093E+000, 1.9224290E+001, 0.0000000E+000, 0.0000000E+000, 6.7760751E+001, 6.5503246E+001, 5.2638253E-003, 5.2638253E-003, 8.7451955E+002
 4.3717583E+001, 9.8915796E+001,-3.4908510E+001, 1.5337601E+000,-1.8048281E+001,-1.4384147E+000, 1.9138313E+001, 0.0000000E+000, 0.0000000E+000, 6.7524962E+001, 6.5192664E+001, 5.2638253E-003, 5.2638253E-003, 8.7644075E+002
 4.3825005E+001, 9.8570961E+001,-3.4777880E+001, 1.5335925E+000,-1.8092869E+001,-1.4382724E+000, 1.9044061E+001, 0.0000000E+000, 0.0000000E+000, 6.7216185E+001, 6.4839593E+001, 5.2638253E-003, 5.2638253E-003, 8.7835326E+002
 4.3932423E+001, 9.8106834E+001,-3.4624542E+001, 1.5333981E+000,-1.8135044E+001,-1.4380616E+000, 1.8912575E+001, 0.0000000E+000, 0.0000000E+000, 6.6764113E+001, 6.4355161E+001, 5.2638253E-003, 5.2638253E-003, 8.8025359E+002
 4.4093552E+001, 9.7343091E+001,-3.4376128E+001, 1.5330833E+000,-1.8184424E+001,-1.4376520E+000, 1.8695442E+001, 0.0000000E+000, 0.0000000E+000, 6.6037443E+001, 6.3573412E+001, 5.2638253E-003, 5.2638253E-003, 8.8307327E+002
 4.4200970E+001, 9.6414097E+001,-3.4053273E+001, 1.5326013E+000,-1.8229895E+001,-1.4369974E+000, 1.8432632E+001, 0.0000000E+000, 0.0000000E+000, 6.5095963E+001, 6.2659165E+001, 5.2638253E-003, 5.2638253E-003, 8.8492675E+002
 4.4308388E+001, 9.6387745E+001,-3.4044400E+001, 1.5320182E+000,-1.8261908E+001,-1.4362635E+000, 1.8337538E+001, 0.0000000E+000, 0.0000000E+000, 6.4520715E+001, 6.2514731E+001, 5.2638253E-003, 5.2638253E-003, 8.8676367E+002
 4.4415810E+001, 9.7118917E+001,-3.4288154E+001, 1.5313280E+000,-1.8294809E+001,-1.4353981E+000, 1.8489696E+001, 0.0000000E+000, 0.0000000E+000, 6.5037991E+001, 6.3121580E+001, 5.2638253E-003, 5.2638253E-003, 8.8861413E+002
 4.4523228E+001, 9.7642288E+001,-3.4471234E+001, 1.5304283E+000,-1.8326555E+001,-1.4342551E+000, 1.8611987E+001, 0.0000000E+000, 0.0000000E+000, 6.5544141E+001, 6.3552659E+001, 5.2638253E-003, 5.2638253E-003, 8.9047771E+002
 4.4684357E+001, 9.8376391E+001,-3.4752591E+001, 1.5289312E+000,-1.8359486E+001,-1.4324256E+000, 1.8774394E+001, 0.0000000E+000, 0.0000000E+000, 6.6107817E+001, 6.4135214E+001, 5.2638253E-003, 5.2638253E-003, 8.9329685E+002
 4.4791775E+001, 9.8902192E+001,-3.4924102E+001, 1.5274829E+000,-1.8383291E+001,-1.4306566E+000, 1.8921263E+001, 0.0000000E+000, 0.0000000E+000, 6.6655681E+001, 6.4612888E+001, 5.2638253E-003, 5.2638253E-003, 8.9519180E+002
 4.4899193E+001, 9.9149861E+001,-3.4984724E+001, 1.5272839E+000,-1.8393467E+001,-1.4302173E+000, 1.9009508E+001, 0.0000000E+000, 0.0000000E+000, 6.6955154E+001, 6.4878244E+001, 5.2638253E-003, 5.2638253E-003, 8.9709606E+002
 4.5006615E+001, 9.9224564E+001,-3.5062761E+001, 1.5285813E+000,-1.8398476E+001,-1.4312852E+000, 1.9042122E+001, 0.0000000E+000, 0.0000000E+000, 6.7145843E+001, 6.4902746E+001, 5.2638253E-003, 5.2638253E-003, 8.9900585E+002
 4.5156685E+001, 9.8534144E+001,-3.4796974E+001, 1.5310792E+000,-1.8399932E+001,-1.4335564E+000, 1.8916234E+001, 0.0000000E+000, 0.0000000E+000, 6.6754131E+001, 6.4350996E+001, 5.2638253E-003, 5.2638253E-003, 9.0166146E+002
 4.5253044E+001, 9.8326105E+001,-3.4727432E+001, 1.5329133E+000,-1.8397446E+001,-1.4353395E+000, 1.8817066E+001, 0.0000000E+000, 0.0000000E+000, 6.6242752E+001, 6.4115867E+001, 5.2638253E-003, 5.2638253E-003, 9.0335346E+002
 4.5397583E+001, 1.0007618E+002,-3.5359979E+001, 1.5338734E+000,-1.8403153E+001,-1.4364390E+000, 1.9148875E+001, 0.0000000E+000, 0.0000000E+000, 6.7135734E+001, 6.5559357E+001, 5.2638253E-003, 5.2638253E-003, 9.0592270E+002
 4.5493942E+001, 1.0126904E+002,-3.5757951E+001, 1.5344481E+000,-1.8422550E+001,-1.4371816E+000, 1.9537954E+001, 0.0000000E+000, 0.0000000E+000, 6.8784281E+001, 6.6723756E+001, 5.2638253E-003, 5.2638253E-003, 9.0767738E+002
 4.5638485E+001, 1.0117422E+002,-3.5706032E+001, 1.5346763E+000,-1.8444359E+001,-1.4375819E+000, 1.9560213E+001, 0.0000000E+000, 0.0000000E+000, 6.8962846E+001, 6.6681141E+001, 5.2638253E-003, 5.2638253E-003, 9.1031757E+002
 4.5734844E+001, 1.0091521E+002,-3.5608576E+001, 1.5346281E+000,-1.8471525E+001,-1.4378106E+000, 1.9505576E+001, 0.0000000E+000, 0.0000000E+000, 6.8845460E+001, 6.6437508E+001, 5.2638253E-003, 5.2638253E-003, 9.1207460E+002
 4.5879383E+001, 1.0017417E+002,-3.5356839E+001, 1.5343790E+000,-1.8510177E+001,-1.4378769E+000, 1.9310705E+001, 0.0000000E+000, 0.0000000E+000, 6.8180284E+001, 6.5714356E+001, 5.2638253E-003, 5.2638253E-003, 9.1468668E+002
 4.5975746E+001, 9.9311804E+001,-3.5045150E+001, 1.5340549E+000,-1.8557854E+001,-1.4378497E+000, 1.9069702E+001, 0.0000000E+000, 0.0000000E+000, 6.7385976E+001, 6.4874706E+001, 5.2638253E-003, 5.2638253E-003, 9.1640661E+002
 4.6120285E+001, 9.8510202E+001,-3.4801080E+001, 1.5336897E+000,-1.8613000E+001,-1.4377146E+000, 1.8812759E+001, 0.0000000E+000, 0.0000000E+000, 6.6488620E+001, 6.4004856E+001, 5.2638253E-003, 5.2638253E-003, 9.1895133E+002
 4.6216644E+001, 9.7904206E+001,-3.4611859E+001, 1.5332234E+000,-1.8676169E+001,-1.4374819E+000, 1.8604188E+001, 0.0000000E+000, 0.0000000E+000, 6.5697747E+001, 6.3316108E+001, 5.2638253E-003, 5.2638253E-003, 9.2062814E+002
 4.6361187E+001, 9.7588280E+001,-3.4519415E+001, 1.5326914E+000,-1.8748435E+001,-1.4371679E+000, 1.8467094E+001, 0.0000000E+000, 0.0000000E+000, 6.5151919E+001, 6.2883048E+001, 5.2638253E-003, 5.2638253E-003, 9.2312285E+002
 4.6457546E+001, 9.7504288E+001,-3.4501275E+001, 1.5322729E+000,-1.8824787E+001,-1.4368265E+000, 1.8392778E+001, 0.0000000E+000, 0.0000000E+000, 6.4842206E+001, 6.2666450E+001, 5.2638253E-003, 5.2638253E-003, 9.2477776E+002
 4.6597187E+001, 9.7679301E+001,-3.4548056E+001, 1.5320489E+000,-1.8899072E+001,-1.4365150E+000, 1.8426163E+001, 0.0000000E+000, 0.0000000E+000, 6.4971395E+001, 6.2753871E+001, 5.2638253E-003, 5.2638253E-003, 9.2718096E+002
 4.6683754E+001, 9.7790019E+001,-3.4579803E+001, 1.5319163E+000,-1.8965355E+001,-1.4362119E+000, 1.8387747E+001, 0.0000000E+000, 0.0000000E+000, 6.4666299E+001, 6.2728313E+001, 5.2638253E-003, 5.2638253E-003, 9.2866398E+002
 4.6813599E+001, 9.8372638E+001,-3.4789368E+001, 1.5318668E+000,-1.9028284E+001,-1.4360111E+000, 1.8526473E+001, 0.0000000E+000, 0.0000000E+000, 6.5248612E+001, 6.3177315E+001, 5.2638253E-003, 5.2638253E-003, 9.3090749E+002
 4.6943447E+001, 9.8778304E+001,-3.4963608E+001, 1.5319400E+000,-1.9103501E+001,-1.4358879E+000, 1.8600740E+001, 0.0000000E+000, 0.0000000E+000, 6.5560225E+001, 6.3407987E+001, 5.2638253E-003, 5.2638253E-003, 9.3316123E+002
 4.7073292E+001, 9.8992570E+001,-3.5075977E+001, 1.5322895E+000,-1.9175416E+001,-1.4359255E+000, 1.8623316E+001, 0.0000000E+000, 0.0000000E+000, 6.5645364E+001, 6.3460857E+001, 5.2638253E-003, 5.2638253E-003, 9.3541879E+002
 4.7203140E+001, 9.9058174E+001,-3.5123071E+001, 1.5327864E+000,-1.9241228E+001,-1.4360933E+000, 1.8609793E+001, 0.0000000E+000, 0.0000000E+000, 6.5598601E+001, 6.3400360E+001, 5.2638253E-003, 5.2638253E-003, 9.3767488E+002
 4.7289703E+001, 9.9075521E+001,-3.5124705E+001, 1.5332689E+000,-1.9288818E+001,-1.4363146E+000, 1.8599711E+001, 0.0000000E+000, 0.0000000E+000, 6.5570019E+001, 6.3358664E+001, 5.2638253E-003, 5.2638253E-003, 9.3917793E+002
 4.7419552E+001, 9.9067762E+001,-3.5128634E+001, 1.5338168E+000,-1.9326816E+001,-1.4365953E+000, 1.8586150E+001, 0.0000000E+000, 0.0000000E+000, 6.5514860E+001, 6.3295684E+001, 5.2638253E-003, 5.2638253E-003, 9.4143144E+002
 4.7549400E+001, 9.9054948E+001,-3.5120173E+001, 1.5343135E+000,-1.9361439E+001,-1.4369644E+000, 1.8569545E+001, 0.0000000E+000, 0.0000000E+000, 6.5446332E+001, 6.3240230E+001, 5.2638253E-003, 5.2638253E-003, 9.4368241E+002
 4.7679245E+001, 9.9141556E+001,-3.5152897E+001, 1.5347471E+000,-1.9388637E+001,-1.4373488E+000, 1.8579448E+001, 0.0000000E+000, 0.0000000E+000, 6.5445165E+001, 6.3276868E+001, 5.2638253E-003, 5.2638253E-003, 9.4593397E+002
 4.7765812E+001, 9.9340737E+001,-3.5238151E+001, 1.5350030E+000,-1.9408390E+001,-1.4376709E+000, 1.8618608E+001, 0.0000000E+000, 0.0000000E+000, 6.5548924E+001, 6.3410137E+001, 5.2638253E-003, 5.2638253E-003, 9.4743795E+002
 4.7895657E+001, 9.9401011E+001,-3.5279475E+001, 1.5351720E+000,-1.9421998E+001,-1.4379711E+000, 1.8632009E+001, 0.0000000E+000, 0.0000000E+000, 6.5615764E+001, 6.3428748E+001, 5.2638253E-003, 5.2638253E-003, 9.4969656E+002
 4.8025505E+001, 9.9323228E+001,-3.5260031E+001, 1.5352605E+000,-1.9430275E+001,-1.4382726E+000, 1.8613701E+001, 0.0000000E+000, 0.0000000E+000, 6.5592566E+001, 6.3343612E+001, 5.2638253E-003, 5.2638253E-003, 9.5195351E+002
 4.8155354E+001, 9.9163545E+001,-3.5204341E+001, 1.5352093E+000,-1.9431033E+001,-1.4384916E+000, 1.8574569E+001, 0.0000000E+000, 0.0000000E+000, 6.5447628E+001, 6.3199457E+001, 5.2638253E-003, 5.2638253E-003, 9.5420582E+002
 4.8250572E+001, 9.9877847E+001,-3.5446747E+001, 1.5350810E+000,-1.9433676E+001,-1.4386871E+000, 1.8710130E+001, 0.0000000E+000, 0.0000000E+000, 6.5747840E+001, 6.3803947E+001, 5.2638253E-003, 5.2638253E-003, 9.5586499E+002
 4.8393406E+001, 9.9509056E+001,-3.5329546E+001, 1.5349194E+000,-1.9447526E+001,-1.4388124E+000, 1.8668257E+001, 0.0000000E+000, 0.0000000E+000, 6.5853022E+001, 6.3496348E+001, 5.2638253E-003, 5.2638253E-003, 9.5835705E+002
 4.8488625E+001, 9.9193380E+001,-3.5225631E+001, 1.5346336E+000,-1.9471140E+001,-1.4388444E+000, 1.8570633E+001, 0.0000000E+000, 0.0000000E+000, 6.5437273E+001, 6.3163031E+001, 5.2638253E-003, 5.2638253E-003, 9.6000958E+002
 4.8631458E+001, 9.8879331E+001,-3.5107837E+001, 1.5343108E+000,-1.9505873E+001,-1.4387773E+000, 1.8475767E+001, 0.0000000E+000, 0.0000000E+000, 6.5163121E+001, 6.2836921E+001, 5.2638253E-003, 5.2638253E-003, 9.6247569E+002
 4.8736202E+001, 9.9279728E+001,-3.5229013E+001, 1.5339607E+000,-1.9551192E+001,-1.4386830E+000, 1.8522520E+001, 0.0000000E+000, 0.0000000E+000, 6.5195802E+001, 6.3117321E+001, 5.2638253E-003, 5.2638253E-003, 9.6428469E+002
 4.8840942E+001, 9.8640217E+001,-3.5010976E+001, 1.5337401E+000,-1.9592308E+001,-1.4385126E+000, 1.8402595E+001, 0.0000000E+000, 0.0000000E+000, 6.4981999E+001, 6.2534756E+001, 5.2638253E-003, 5.2638253E-003, 9.6608851E+002
 4.8998058E+001, 9.8043722E+001,-3.4815313E+001, 1.5334446E+000,-1.9641038E+001,-1.4381827E+000, 1.8208297E+001, 0.0000000E+000, 0.0000000E+000, 6.4292928E+001, 6.1890930E+001, 5.2638253E-003, 5.2638253E-003, 9.6876423E+002
 4.9102802E+001, 9.7614600E+001,-3.4687534E+001, 1.5331437E+000,-1.9688072E+001,-1.4377755E+000, 1.8054053E+001, 0.0000000E+000, 0.0000000E+000, 6.3703819E+001, 6.1388415E+001, 5.2638253E-003, 5.2638253E-003, 9.7053227E+002
 4.9207546E+001, 9.7463271E+001,-3.4609423E+001, 1.5329081E+000,-1.9724637E+001,-1.4374416E+000, 1.7983361E+001, 0.0000000E+000, 0.0000000E+000, 6.3387969E+001, 6.1208038E+001, 5.2638253E-003, 5.2638253E-003, 9.7229116E+002
 4.9364662E+001, 9.7620718E+001,-3.4669558E+001, 1.5327522E+000,-1.9768033E+001,-1.4371161E+000, 1.7989204E+001, 0.0000000E+000, 0.0000000E+000, 6.3389771E+001, 6.1267968E+001, 5.2638253E-003, 5.2638253E-003, 9.7492913E+002
 4.9469402E+001, 9.7896604E+001,-3.4776823E+001, 1.5327608E+000,-1.9808527E+001,-1.4369245E+000, 1.8027851E+001, 0.0000000E+000, 0.0000000E+000, 6.3533548E+001, 6.1434941E+001, 5.2638253E-003, 5.2638253E-003, 9.7669082E+002
 4.9574146E+001, 9.8232459E+001,-3.4901978E+001, 1.5329367E+000,-1.9836875E+001,-1.4369045E+000, 1.8090197E+001, 0.0000000E+000, 0.0000000E+000, 6.3677684E+001, 6.1679835E+001, 5.2638253E-003, 5.2638253E-003, 9.7845760E+002
 4.9731262E+001, 9.8664302E+001,-3.5036123E+001, 1.5333215E+000,-1.9865443E+001,-1.4370150E+000, 1.8199748E+001, 0.0000000E+000, 0.0000000E+000, 6.4114971E+001, 6.2058790E+001, 5.2638253E-003, 5.2638253E-003, 9.8112347E+002
 4.9836006E+001, 9.9096242E+001,-3.5185196E+001, 1.5337927E+000,-1.9886825E+001,-1.4372029E+000, 1.8315820E+001, 0.0000000E+000, 0.0000000E+000, 6.4539884E+001, 6.2436631E+001, 5.2638253E-003, 5.2638253E-003, 9.8291280E+002
 4.9940746E+001, 9.9325118E+001,-3.5254985E+001, 1.5341634E+000,-1.9900556E+001,-1.4373646E+000, 1.8381469E+001, 0.0000000E+000, 0.0000000E+000, 6.4790303E+001, 6.2647845E+001, 5.2638253E-003, 5.2638253E-003, 9.8470893E+002
 5.0045490E+001, 9.9460690E+001,-3.5294789E+001, 1.5344883E+000,-1.9912504E+001,-1.4375117E+000, 1.8419867E+001, 0.0000000E+000, 0.0000000E+000, 6.4904574E+001, 6.2770240E+001, 5.2638253E-003, 5.2638253E-003, 9.8650901E+002
 5.0186592E+001, 9.8678046E+001,-3.5028135E+001, 1.5347002E+000,-1.9923206E+001,-1.4375529E+000, 1.8251955E+001, 0.0000000E+000, 0.0000000E+000, 6.4443179E+001, 6.2075806E+001, 5.2638253E-003, 5.2638253E-003, 9.8891697E+002
 5.0280663E+001, 9.8929630E+001,-3.5131864E+001, 1.5347488E+000,-1.9934037E+001,-1.4375880E+000, 1.8277128E+001, 0.0000000E+000, 0.0000000E+000, 6.4457592E+001, 6.2238019E+001, 5.2638253E-003, 5.2638253E-003, 9.9052183E+002
 5.0421761E+001, 9.8970822E+001,-3.5167683E+001, 1.5346919E+000,-1.9950109E+001,-1.4376027E+000, 1.8275164E+001, 0.0000000E+000, 0.0000000E+000, 6.4431833E+001, 6.2225284E+001, 5.2638253E-003, 5.2638253E-003, 9.9292917E+002
 5.0562862E+001, 9.9029686E+001,-3.5202005E+001, 1.5344835E+000,-1.9973385E+001,-1.4376101E+000, 1.8275444E+001, 0.0000000E+000, 0.0000000E+000, 6.4407805E+001, 6.2226613E+001, 5.2638253E-003, 5.2638253E-003, 9.9533628E+002
 5.0656933E+001, 9.9055320E+001,-3.5201772E+001, 1.5342152E+000,-1.9996051E+001,-1.4376057E+000, 1.8280708E+001, 0.0000000E+000, 0.0000000E+000, 6.4454393E+001, 6.2234814E+001, 5.2638253E-003, 5.2638253E-003, 9.9694171E+002
 5.0788410E+001, 9.8510461E+001,-3.5037903E+001, 1.5339510E+000,-2.0021718E+001,-1.4375355E+000, 1.8150344E+001, 0.0000000E+000, 0.0000000E+000, 6.4097636E+001, 6.1697599E+001, 5.2638253E-003, 5.2638253E-003, 9.9917405E+002
 5.0915077E+001, 9.8495997E+001,-3.5015294E+001, 1.5333361E+000,-2.0057525E+001,-1.4373893E+000, 1.8090246E+001, 0.0000000E+000, 0.0000000E+000, 6.3682884E+001, 6.1609372E+001, 5.2638253E-003, 5.2638253E-003, 1.0013117E+003
 5.1041744E+001, 9.8651671E+001,-3.5054096E+001, 1.5327775E+000,-2.0107205E+001,-1.4372559E+000, 1.8128084E+001, 0.0000000E+000, 0.0000000E+000, 6.3886575E+001, 6.1713976E+001, 5.2638253E-003, 5.2638253E-003, 1.0034551E+003
 5.1126186E+001, 9.8708368E+001,-3.5092816E+001, 1.5323288E+000,-2.0159942E+001,-1.4371466E+000, 1.8119472E+001, 0.0000000E+000, 0.0000000E+000, 6.3923881E+001, 6.1670264E+001, 5.2638253E-003, 5.2638253E-003, 1.0048840E+003
 5.1252853E+001, 9.8754382E+001,-3.5115343E+001, 1.5319666E+000,-2.0221169E+001,-1.4370530E+000, 1.8101346E+001, 0.0000000E+000, 0.0000000E+000, 6.3817780E+001, 6.1614130E+001, 5.2638253E-003, 5.2638253E-003, 1.0070246E+003
 5.1379520E+001, 9.8816837E+001,-3.5149594E+001, 1.5317227E+000,-2.0297371E+001,-1.4369728E+000, 1.8083143E+001, 0.0000000E+000, 0.0000000E+000, 6.3763775E+001, 6.1547766E+001, 5.2638253E-003, 5.2638253E-003, 1.0091632E+003
 5.1506187E+001, 9.8864074E+001,-3.5183078E+001, 1.5316629E+000,-2.0368748E+001,-1.4369351E+000, 1.8062179E+001, 0.0000000E+000, 0.0000000E+000, 6.3661693E+001, 6.1469156E+001, 5.2638253E-003, 5.2638253E-003, 1.0112995E+003
 5.1632854E+001, 9.8886819E+001,-3.5216150E+001, 1.5317611E+000,-2.0432268E+001,-1.4369370E+000, 1.8036083E+001, 0.0000000E+000, 0.0000000E+000, 6.3594734E+001, 6.1369308E+001, 5.2638253E-003, 5.2638253E-003, 1.0134328E+003
 5.1759521E+001, 9.8870243E+001,-3.5234187E+001, 1.5319806E+000,-2.0489775E+001,-1.4369654E+000, 1.8001726E+001, 0.0000000E+000, 0.0000000E+000, 6.3516275E+001, 6.1243022E+001, 5.2638253E-003, 5.2638253E-003, 1.0155624E+003
 5.1843964E+001, 9.8832831E+001,-3.5219538E+001, 1.5321977E+000,-2.0534636E+001,-1.4369995E+000, 1.7971716E+001, 0.0000000E+000, 0.0000000E+000, 6.3404504E+001, 6.1145570E+001, 5.2638253E-003, 5.2638253E-003, 1.0169793E+003
 5.1970631E+001, 9.8822702E+001,-3.5187557E+001, 1.5324732E+000,-2.0576116E+001,-1.4370520E+000, 1.7966642E+001, 0.0000000E+000, 0.0000000E+000, 6.3308837E+001, 6.1121093E+001, 5.2638253E-003, 5.2638253E-003, 1.0191040E+003
 5.2097298E+001, 9.8796960E+001,-3.5179207E+001, 1.5329138E+000,-2.0622271E+001,-1.4371205E+000, 1.7945207E+001, 0.0000000E+000, 0.0000000E+000, 6.3233439E+001, 6.1036482E+001, 5.2638253E-003, 5.2638253E-003, 1.0212265E+003
 5.2223965E+001, 9.8813031E+001,-3.5186034E+001, 1.5332371E+000,-2.0664553E+001,-1.4371909E+000, 1.7929397E+001, 0.0000000E+000, 0.0000000E+000, 6.3176330E+001, 6.0987887E+001, 5.2638253E-003, 5.2638253E-003, 1.0233467E+003
 5.2350632E+001, 9.8880193E+001,-3.5215602E+001, 1.5335915E+000,-2.0700600E+001,-1.4372803E+000, 1.7928278E+001, 0.0000000E+000, 0.0000000E+000, 6.3200693E+001, 6.0988579E+001, 5.2638253E-003, 5.2638253E-003, 1.0254666E+003
 5.2477299E+001, 9.8950020E+001,-3.5267546E+001, 1.5338613E+000,-2.0730282E+001,-1.4373831E+000, 1.7925010E+001, 0.0000000E+000, 0.0000000E+000, 6.3153149E+001, 6.0973680E+001, 5.2638253E-003, 5.2638253E-003, 1.0275864E+003
 5.2561741E+001, 9.9010206E+001,-3.5312342E+001, 1.5340081E+000,-2.0751750E+001,-1.4374758E+000, 1.7919692E+001, 0.0000000E+000, 0.0000000E+000, 6.3151820E+001, 6.0962339E+001, 5.2638253E-003, 5.2638253E-003, 1.0289990E+003
 5.2688408E+001, 9.9070159E+001,-3.5313553E+001, 1.5340784E+000,-2.0770673E+001,-1.4375767E+000, 1.7935683E+001, 0.0000000E+000, 0.0000000E+000, 6.3199616E+001, 6.1018117E+001, 5.2638253E-003, 5.2638253E-003, 1.0311194E+003
 5.2815075E+001, 9.9098904E+001,-3.5341495E+001, 1.5341229E+000,-2.0791511E+001,-1.4376951E+000, 1.7932801E+001, 0.0000000E+000, 0.0000000E+000, 6.3192330E+001, 6.0995127E+001, 5.2638253E-003, 5.2638253E-003, 1.0332403E+003
 5.2941742E+001, 9.9072069E+001,-3.5326128E+001, 1.5340532E+000,-2.0814809E+001,-1.4377938E+000, 1.7919419E+001, 0.0000000E+000, 0.0000000E+000, 6.3153234E+001, 6.0946810E+001, 5.2638253E-003, 5.2638253E-003, 1.0353595E+003
 5.3081074E+001, 9.9663093E+001,-3.5540940E+001, 1.5339704E+000,-2.0845257E+001,-1.4379566E+000, 1.8039020E+001, 0.0000000E+000, 0.0000000E+000, 6.3536786E+001, 6.1411929E+001, 5.2638253E-003, 5.2638253E-003, 1.0377040E+003
 5.3173962E+001, 9.9289639E+001,-3.5424233E+001, 1.5339211E+000,-2.0875129E+001,-1.4380541E+000, 1.7958158E+001, 0.0000000E+000, 0.0000000E+000, 6.3387236E+001, 6.1044301E+001, 5.2638253E-003, 5.2638253E-003, 1.0392629E+003
 5.3313297E+001, 9.9063425E+001,-3.5344826E+001, 1.5338332E+000,-2.0905895E+001,-1.4381159E+000, 1.7881361E+001, 0.0000000E+000, 0.0000000E+000, 6.3069301E+001, 6.0789782E+001, 5.2638253E-003, 5.2638253E-003, 1.0415905E+003
 5.3406185E+001, 9.8860489E+001,-3.5259293E+001, 1.5337210E+000,-2.0938607E+001,-1.4381392E+000, 1.7819753E+001, 0.0000000E+000, 0.0000000E+000, 6.2855736E+001, 6.0577924E+001, 5.2638253E-003, 5.2638253E-003, 1.0431368E+003
 5.3545517E+001, 9.8665309E+001,-3.5197988E+001, 1.5336125E+000,-2.0973424E+001,-1.4381185E+000, 1.7751979E+001, 0.0000000E+000, 0.0000000E+000, 6.2596303E+001, 6.0341369E+001, 5.2638253E-003, 5.2638253E-003, 1.0454474E+003
 5.3684853E+001, 9.8462169E+001,-3.5108281E+001, 1.5334867E+000,-2.1017236E+001,-1.4380504E+000, 1.7686765E+001, 0.0000000E+000, 0.0000000E+000, 6.2388194E+001, 6.0118853E+001, 5.2638253E-003, 5.2638253E-003, 1.0477493E+003
