Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 8.620E-01, 1.268E+02, 5.128E+01, 7.908E+01, 2.114E+01, 3.694E+01, 1.740E+01, 0.000E+00, 4.684E+01, 2.101E+00, 8.003E-01, 0.000E+00, 0.000E+00, 3.833E+02
