Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 2.762E+00, 2.823E+02, 1.046E+02, 1.826E+02, 4.106E+01, 7.340E+01, 2.906E+01, 0.000E+00, 8.723E+01, 5.474E+00, 8.092E-02, 0.000E+00, 0.000E+00, 8.086E+02
