Room No. 1 , Exit trans_0, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  0.000000  ,  25.000000  ,  0.000000 ,  10.000000
4.015751612261419190e+00,3.821638467322635790e+00,3.613338854348598694e+00,3.437427048609541735e+00,3.214682886413092078e+00,3.001296281956977285e+00,2.819460109432649464e+00,2.595450673412245113e+00,2.467505649342105922e+00,2.263117630351473952e+00,2.074167274679728390e+00,1.917624712856701219e+00,1.740573605811375213e+00,1.599153241978526152e+00,1.422204420768030886e+00,1.297776126952728593e+00,1.129542488755814089e+00,1.040855670693196400e+00,8.751343534601165874e-01,7.769992410777849523e-01,6.495952140490564020e-01,5.950941915285721251e-01,3.518681661766601687e-01,2.784600838691064228e-01,7.439125738326159479e-05
5.231575589894751133e+00,4.873325538082839969e+00,4.606479399635381000e+00,4.319343826632092487e+00,4.082555508340607986e+00,3.829941293244386813e+00,3.561970834264243102e+00,3.284116942872718603e+00,3.063698015420284637e+00,2.867272838996580031e+00,2.603337014985810605e+00,2.391574003604367782e+00,2.182403554704797966e+00,1.986208358872984192e+00,1.772038257948550299e+00,1.583989336480975396e+00,1.402721396788470187e+00,1.188721368192558803e+00,1.068990130537434302e+00,8.918424899797363636e-01,7.918182717699719930e-01,6.321189191563523213e-01,5.746184504480964517e-01,2.872497781983123222e-01,2.983570893195711788e-04
6.785768045140541993e+00,6.471157529337407510e+00,6.162805173791969793e+00,5.859849860162058555e+00,5.552354630944954295e+00,5.231575589894750244e+00,4.920584416113512383e+00,4.609544570701198829e+00,4.283710125134126301e+00,3.960666101831490593e+00,3.520084078879726075e+00,3.200215046994534518e+00,2.888149625035356216e+00,2.584353091379385514e+00,2.290785840322615563e+00,2.074167274399756788e+00,1.815230189383217896e+00,1.557900459962861639e+00,1.362273946746048292e+00,1.106756494036781779e+00,8.964930574071225955e-01,7.548580076820896601e-01,6.266110571155248943e-01,4.456060276305038315e-01,7.142082635466609486e-02
9.007653733513157235e+00,8.725147287794735362e+00,8.445889180932505624e+00,8.043959262863388915e+00,7.622223519281329018e+00,7.211153080589425279e+00,6.798093775284157481e+00,6.369787146846915604e+00,6.055869999420119498e+00,5.640797283226152814e+00,5.231575589894750244e+00,4.825857024983887023e+00,4.398580644538403916e+00,3.960666101831490593e+00,3.510078165756694180e+00,3.100012367943397074e+00,2.718179557668769064e+00,2.237322961332527615e+00,1.877891147288561324e+00,1.504144651754699247e+00,1.248196217713734679e+00,9.987776104703147695e-01,6.585954933327070604e-01,5.647489344249554399e-01,2.392111404205898573e-01
8.647877002656489509e+00,8.677777536465246300e+00,9.012499097975180007e+00,9.261368695460699740e+00,9.268193296417022609e+00,9.103354811887038878e+00,9.321563771069072857e+00,9.273050041756803807e+00,9.095734717100873112e+00,8.667546178838538395e+00,8.203043592394639205e+00,7.578572900160319037e+00,6.950301487391545407e+00,6.310501497002489302e+00,5.716545744320819189e+00,5.126911780915532901e+00,4.478888888944983826e+00,3.813677154294661698e+00,3.326790382019541692e+00,2.717482754238878417e+00,2.145690819031438323e+00,1.593963032459258855e+00,1.065787836013222467e+00,6.585065619226616596e-01,3.878924477948525462e-01
8.752376377824695908e+00,8.753993077414099488e+00,8.755888802866230947e+00,8.757615478588260061e+00,8.758428561341954577e+00,8.757564683621181345e+00,8.760797615482523781e+00,8.759123809035644470e+00,8.749995830974334865e+00,8.730587733821753460e+00,8.698018608544707320e+00,8.650061764127855213e+00,8.586592038889239831e+00,8.722452698320603659e+00,8.925390479485923123e+00,8.897530635595682469e+00,8.319803139566628758e+00,7.543160334018700119e+00,6.579714611132740032e+00,5.465795815693986981e+00,4.364191727419417077e+00,3.255323495616495588e+00,2.179224840467898883e+00,1.197553316868159801e+00,5.452324747939403249e-01
8.886546084850690974e+00,8.883595171920228850e+00,8.880348016171055292e+00,8.876757152175967391e+00,8.872764359706518889e+00,8.868297439537782267e+00,8.863265762349225696e+00,8.857554014230956341e+00,8.851013234085037595e+00,8.843447686490804927e+00,8.834595157933014420e+00,8.824096552430409801e+00,8.811447478379133003e+00,8.795918381976195022e+00,8.776427051126081125e+00,8.642616205397766649e+00,7.731267538309972487e+00,6.732601566437348417e+00,5.701396773443586419e+00,4.067655728372429280e+00,2.958089386759277684e+00,2.164206254343687519e+00,1.531439080105082562e+00,9.043107280351186938e-01,3.282549218612132447e-01
8.854742335277878240e+00,8.852370969840826831e+00,8.850986680422128217e+00,8.850951339651540906e+00,8.852766013689926439e+00,8.857139355883658638e+00,8.864918411249831820e+00,8.875867934595619957e+00,8.886970565725874849e+00,8.891879650161495618e+00,8.879496977499275800e+00,8.830419279327463400e+00,8.711557008252515999e+00,8.487751395516379915e+00,8.210952359283544055e+00,8.230756737743055496e+00,8.372485404955899213e+00,6.801306958181259077e+00,5.803544927820581734e+00,2.884625366690371617e+00,2.398697243783381339e+00,1.781503582254256868e+00,1.219004768307293984e+00,7.204848342281295892e-01,3.576050072291503401e-01
8.681723566406496673e+00,8.571950751938885560e+00,8.442020707926332079e+00,8.299136036801197491e+00,8.157200159916111915e+00,8.361582645720984530e+00,8.749315574559959785e+00,9.176039432271490881e+00,9.521093041129219614e+00,9.683026103059507506e+00,9.605043977625049578e+00,9.335045649096791465e+00,9.714165081055508466e+00,9.752044448309915126e+00,9.090849578387199870e+00,8.224705632128028299e+00,7.453127797551569955e+00,5.547767329259070124e+00,3.807282431162037462e+00,1.324189397685942460e+00,1.063440139491892200e+00,8.410933589492314288e-01,5.417340866728571624e-01,3.714839176582840907e-01,1.922139969820313987e-01
9.299965250884078216e+00,9.405935567669384767e+00,9.419315420994196941e+00,9.335647826119185311e+00,9.187166980599137389e+00,9.558672449261592874e+00,9.957786935416384821e+00,1.000000000000000000e+01,8.974675385840937381e+00,8.550631540611885129e+00,8.062821142499492666e+00,7.698060259490090651e+00,7.443486462160438855e+00,7.183514114906595083e+00,6.845152886919054325e+00,6.517108100339980226e+00,6.162847637887981733e+00,4.978572244167073890e+00,3.019745728442305932e+00,7.373079086002045646e-01,6.398721922888495062e-01,5.274615690450450423e-01,3.714667408550409444e-01,2.979336474337072604e-01,6.012459701800057510e-02
