Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 5.853E-01, 8.925E+01, 3.545E+01, 5.216E+01, 1.435E+01, 2.693E+01, 1.117E+01, 0.000E+00, 2.994E+01, 1.726E+00, 1.921E-02, 0.000E+00, 0.000E+00, 2.616E+02
