s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-5.1663608E-004, 1.1456935E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0206673E-004, 0.0000000E+000, 0.0000000E+000
 2.2821774E-001, 8.9391911E-001,-2.9702780E-001,-5.8030096E-001, 3.9270547E-006,-1.8410720E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6441454E-004,-1.8164414E-003, 1.4740645E-004, 1.4740645E-004
 4.5643547E-001, 2.9184080E+000,-1.0060446E+000,-1.8900111E+000,-7.3093006E-004,-2.7175342E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2593389E-003,-5.5540272E-003, 2.8068682E-004, 2.8068682E-004
 6.8465322E-001, 5.1257039E+000,-1.7804751E+000,-3.3139124E+000,-5.3846982E-003,-3.3767990E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1882033E-003,-7.8363489E-003, 3.9065635E-004, 3.9065635E-004
 9.1287094E-001, 7.1013087E+000,-2.4408902E+000,-4.6012846E+000,-1.9060682E-002,-4.5231793E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1408237E-003,-5.1586815E-003, 4.7474336E-004, 4.7474336E-004
 1.1410886E+000, 8.6933790E+000,-3.0107386E+000,-5.5616841E+000,-4.4069251E-002,-7.3866233E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6059958E-003, 3.0208473E-003, 5.3537388E-004, 5.3537388E-004
 1.3693064E+000, 9.8931924E+000,-3.4274657E+000,-6.2702405E+000,-7.2314615E-002,-1.1504663E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2995604E-003, 8.1248359E-003, 5.7726498E-004, 5.7726498E-004
 1.5975242E+000, 1.0755497E+001,-3.6673957E+000,-6.8614625E+000,-9.3521110E-002,-1.3319885E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7318017E-003,-8.1306075E-005, 6.0536227E-004, 6.0536227E-004
 1.8257419E+000, 1.1351172E+001,-3.9203772E+000,-7.2126062E+000,-9.7072715E-002,-1.4087663E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0642988E-002,-1.9760378E-002, 6.2383456E-004, 6.2383456E-004
 2.0539596E+000, 1.1752380E+001,-4.0651794E+000,-7.4812642E+000,-8.7272988E-002,-1.4495734E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4053211E-002,-2.6293706E-002, 6.3581979E-004, 6.3581979E-004
 2.2821772E+000, 1.2017618E+001,-4.0756311E+000,-7.7434135E+000,-7.6326591E-002,-1.4721084E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6834977E-002,-2.4963593E-002, 6.4352965E-004, 6.4352965E-004
 2.5103951E+000, 1.2190428E+001,-4.1905275E+000,-7.8069034E+000,-7.0817776E-002,-1.4848751E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2116650E-002,-2.6308520E-002, 6.4846189E-004, 6.4846189E-004
 2.7052999E+000, 1.1870222E+001,-4.0772880E+000,-7.5970887E+000,-7.6053189E-002,-1.4904190E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6059758E-002,-2.9250042E-002, 6.5123077E-004, 6.5123077E-004
 2.9002044E+000, 1.2179958E+001,-4.1051417E+000,-7.8666549E+000,-8.1553299E-002,-1.4924627E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5930616E-002,-2.2638337E-002, 6.5311250E-004, 6.5311250E-004
 3.0726511E+000, 1.2005060E+001,-4.0934513E+000,-7.6912307E+000,-8.8955396E-002,-1.4912995E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2993388E-002,-1.7707884E-002, 6.5426665E-004, 6.5426665E-004
 3.2450979E+000, 1.2244802E+001,-4.1788515E+000,-7.8371265E+000,-9.6548634E-002,-1.4891097E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9511493E-002,-1.6635272E-002, 6.5508536E-004, 6.5508536E-004
 3.3997331E+000, 1.2088249E+001,-4.0482793E+000,-7.7995560E+000,-1.0468560E-001,-1.4876683E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5565909E-002,-1.3038317E-002, 6.5561473E-004, 6.5561473E-004
 3.5381873E+000, 1.2011045E+001,-4.0548757E+000,-7.7091721E+000,-1.1083654E-001,-1.4883754E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5716130E-002,-1.2676442E-002, 6.5596825E-004, 6.5596825E-004
 3.6766417E+000, 1.2226692E+001,-4.1320178E+000,-7.8440111E+000,-1.1486017E-001,-1.4904022E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5843125E-002,-1.3236900E-002, 6.5623639E-004, 6.5623639E-004
 3.8150959E+000, 1.2345533E+001,-4.1287686E+000,-7.9648761E+000,-1.1789764E-001,-1.4928132E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6378565E-002,-1.5290730E-002, 6.5643975E-004, 6.5643975E-004
 3.9535501E+000, 1.2411471E+001,-4.1753048E+000,-7.9854126E+000,-1.1952503E-001,-1.4950954E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8174261E-002,-1.8280859E-002, 6.5659396E-004, 6.5659396E-004
 4.0920043E+000, 1.2448342E+001,-4.1922560E+000,-8.0068762E+000,-1.2054326E-001,-1.4968269E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1613429E-002,-2.1016237E-002, 6.5671090E-004, 6.5671090E-004
 4.2131457E+000, 1.2167839E+001,-4.0782202E+000,-7.8413908E+000,-1.2211252E-001,-1.4976993E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3554801E-002,-2.3654350E-002, 6.5678977E-004, 6.5678977E-004
 4.3342872E+000, 1.2303666E+001,-4.1301644E+000,-7.9227166E+000,-1.2498335E-001,-1.4980965E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5184158E-002,-2.4007706E-002, 6.5685168E-004, 6.5685168E-004
 4.4554286E+000, 1.2383488E+001,-4.1619338E+000,-7.9646244E+000,-1.3015239E-001,-1.4979988E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6268868E-002,-2.3022759E-002, 6.5690027E-004, 6.5690027E-004
 4.5765700E+000, 1.2430509E+001,-4.1695889E+000,-7.9948326E+000,-1.3821474E-001,-1.4975849E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4928545E-002,-2.1885278E-002, 6.5693841E-004, 6.5693841E-004
 4.6977115E+000, 1.2458286E+001,-4.1856639E+000,-7.9942732E+000,-1.4948207E-001,-1.4970026E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5977866E-002,-2.0832944E-002, 6.5696835E-004, 6.5696835E-004
 4.8188529E+000, 1.2474756E+001,-4.1928442E+000,-7.9884202E+000,-1.6347317E-001,-1.4963993E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4753321E-002,-1.9621079E-002, 6.5699184E-004, 6.5699184E-004
 4.9399943E+000, 1.2484576E+001,-4.1881744E+000,-7.9864552E+000,-1.7880458E-001,-1.4958883E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3382716E-002,-1.8447035E-002, 6.5701028E-004, 6.5701028E-004
 5.0401835E+000, 1.2097676E+001,-4.0618413E+000,-7.7130879E+000,-1.9187427E-001,-1.4955625E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7869545E-002,-1.8683373E-002, 6.5702250E-004, 6.5702250E-004
 5.1403732E+000, 1.2241513E+001,-4.1136328E+000,-7.7919683E+000,-2.0458658E-001,-1.4954221E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5102024E-002,-1.8217008E-002, 6.5703249E-004, 6.5703249E-004
 5.2405624E+000, 1.2333860E+001,-4.1381073E+000,-7.8464228E+000,-2.1810622E-001,-1.4953052E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9741720E-002,-1.8307132E-002, 6.5704067E-004, 6.5704067E-004
 5.3407521E+000, 1.2393185E+001,-4.1635213E+000,-7.8668896E+000,-2.3163903E-001,-1.4952733E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9000980E-002,-1.8392377E-002, 6.5704737E-004, 6.5704737E-004
 5.4409413E+000, 1.2431303E+001,-4.1779412E+000,-7.8776053E+000,-2.4488611E-001,-1.4952711E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1317345E-002,-1.8656683E-002, 6.5705285E-004, 6.5705285E-004
 5.5411310E+000, 1.2455797E+001,-4.1889414E+000,-7.8779200E+000,-2.5815746E-001,-1.4952766E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3833831E-002,-1.8749113E-002, 6.5705734E-004, 6.5705734E-004
 5.6413202E+000, 1.2471541E+001,-4.1985460E+000,-7.8715687E+000,-2.7086205E-001,-1.4952371E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0564983E-002,-1.8959350E-002, 6.5706101E-004, 6.5706101E-004
 5.7415099E+000, 1.2481660E+001,-4.2028485E+000,-7.8658248E+000,-2.8293754E-001,-1.4951378E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9879318E-002,-1.9464443E-002, 6.5706401E-004, 6.5706401E-004
 5.8416996E+000, 1.2488167E+001,-4.2027525E+000,-7.8609145E+000,-2.9497366E-001,-1.4949783E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6900500E-002,-1.9971111E-002, 6.5706647E-004, 6.5706647E-004
 5.9418888E+000, 1.2492354E+001,-4.2061000E+000,-7.8503657E+000,-3.0655406E-001,-1.4947000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9057224E-002,-2.0135937E-002, 6.5706848E-004, 6.5706848E-004
 6.0520973E+000, 1.2680750E+001,-4.2759337E+000,-7.9552188E+000,-3.2020057E-001,-1.4942999E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2294402E-002,-2.0033512E-002, 6.5707027E-004, 6.5707027E-004
 6.1623058E+000, 1.2610907E+001,-4.2487200E+000,-7.9004938E+000,-3.3305770E-001,-1.4936462E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1877503E-002,-2.0729152E-002, 6.5707171E-004, 6.5707171E-004
 6.2725143E+000, 1.2568080E+001,-4.2356910E+000,-7.8603976E+000,-3.4417397E-001,-1.4929505E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2741668E-002,-2.1477623E-002, 6.5707287E-004, 6.5707287E-004
 6.3827224E+000, 1.2541798E+001,-4.2271208E+000,-7.8335346E+000,-3.5390868E-001,-1.4920545E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1034147E-002,-2.1971951E-002, 6.5707379E-004, 6.5707379E-004
 6.4929309E+000, 1.2525669E+001,-4.2227900E+000,-7.8128924E+000,-3.6370944E-001,-1.4909070E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0203023E-002,-2.2813566E-002, 6.5707454E-004, 6.5707454E-004
 6.6031394E+000, 1.2515770E+001,-4.2202160E+000,-7.7979628E+000,-3.7242623E-001,-1.4893810E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9025679E-002,-2.3772750E-002, 6.5707513E-004, 6.5707513E-004
 6.7133479E+000, 1.2509695E+001,-4.2188304E+000,-7.7869503E+000,-3.7938193E-001,-1.4872362E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1352921E-002,-2.4191674E-002, 6.5707561E-004, 6.5707561E-004
 6.8235564E+000, 1.2505961E+001,-4.2203068E+000,-7.7755231E+000,-3.8571343E-001,-1.4840906E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1318254E-002,-2.3991084E-002, 6.5707599E-004, 6.5707599E-004
 6.9337645E+000, 1.2503664E+001,-4.2205788E+000,-7.7677185E+000,-3.9150097E-001,-1.4789640E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8526658E-002,-2.4030287E-002, 6.5707630E-004, 6.5707630E-004
 7.0439730E+000, 1.2502251E+001,-4.2210360E+000,-7.7615047E+000,-3.9668593E-001,-1.4720292E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9170660E-002,-2.4178513E-002, 6.5707655E-004, 6.5707655E-004
 7.1541815E+000, 1.2501378E+001,-4.2199968E+000,-7.7575021E+000,-4.0192111E-001,-1.4619415E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5304873E-002,-2.4236521E-002, 6.5707675E-004, 6.5707675E-004
 7.2754107E+000, 1.2696890E+001,-4.2932268E+000,-7.8751869E+000,-4.0780882E-001,-1.4395824E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9954666E-002,-2.3291055E-002, 6.5707692E-004, 6.5707692E-004
 7.3966398E+000, 1.2615087E+001,-4.2659397E+000,-7.8141605E+000,-4.1438400E-001,-1.4431606E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8964763E-002,-2.3713584E-002, 6.5707706E-004, 6.5707706E-004
 7.5178695E+000, 1.2567269E+001,-4.2473501E+000,-7.7770684E+000,-4.2102459E-001,-1.4645678E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1287629E-002,-2.4630813E-002, 6.5707716E-004, 6.5707716E-004
 7.6390986E+000, 1.2539308E+001,-4.2404209E+000,-7.7478016E+000,-4.2973324E-001,-1.4748188E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1863195E-002,-2.6130031E-002, 6.5707725E-004, 6.5707725E-004
 7.7603278E+000, 1.2522959E+001,-4.2314821E+000,-7.7333186E+000,-4.3673698E-001,-1.4828462E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2130723E-002,-2.6863331E-002, 6.5707731E-004, 6.5707731E-004
 7.8815570E+000, 1.2513398E+001,-4.2194360E+000,-7.7292645E+000,-4.4366811E-001,-1.4876902E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8599297E-002,-2.7739430E-002, 6.5707736E-004, 6.5707736E-004
 8.0027866E+000, 1.2507806E+001,-4.2219517E+000,-7.7141995E+000,-4.5050006E-001,-1.4906479E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3733710E-002,-2.7910219E-002, 6.5707740E-004, 6.5707740E-004
 8.1240158E+000, 1.2504535E+001,-4.2188598E+000,-7.7070306E+000,-4.5733510E-001,-1.4924999E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6273588E-002,-2.7940710E-002, 6.5707743E-004, 6.5707743E-004
 8.2452450E+000, 1.2502626E+001,-4.2174564E+000,-7.6991164E+000,-4.6439959E-001,-1.4937128E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4650869E-002,-2.7717235E-002, 6.5707746E-004, 6.5707746E-004
 8.3664742E+000, 1.2501518E+001,-4.2259198E+000,-7.6814762E+000,-4.7167119E-001,-1.4945230E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2819582E-002,-2.7001676E-002, 6.5707748E-004, 6.5707748E-004
 8.4877033E+000, 1.2500876E+001,-4.2269258E+000,-7.6718066E+000,-4.7931862E-001,-1.4950757E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1241530E-002,-2.6682420E-002, 6.5707749E-004, 6.5707749E-004
 8.5967169E+000, 1.2277500E+001,-4.1501641E+000,-7.5185855E+000,-4.8618616E-001,-1.4954127E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2442089E-002,-2.6976772E-002, 6.5707751E-004, 6.5707751E-004
 8.7057304E+000, 1.2362709E+001,-4.1823933E+000,-7.5642499E+000,-4.9287167E-001,-1.4956586E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0414034E-002,-2.6371271E-002, 6.5707751E-004, 6.5707751E-004
 8.8147440E+000, 1.2415272E+001,-4.2017682E+000,-7.5895834E+000,-5.0009865E-001,-1.4958321E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1269835E-002,-2.5761544E-002, 6.5707752E-004, 6.5707752E-004
 8.9237576E+000, 1.2447718E+001,-4.2130972E+000,-7.6028585E+000,-5.0746908E-001,-1.4959430E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8841148E-002,-2.5300901E-002, 6.5707753E-004, 6.5707753E-004
 9.0327711E+000, 1.2467747E+001,-4.2196513E+000,-7.6092929E+000,-5.1470560E-001,-1.4960203E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0067390E-002,-2.5504767E-002, 6.5707753E-004, 6.5707753E-004
 9.1417847E+000, 1.2480113E+001,-4.2250494E+000,-7.6101162E+000,-5.2147728E-001,-1.4960655E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9278037E-002,-2.6136489E-002, 6.5707754E-004, 6.5707754E-004
 9.2507982E+000, 1.2487742E+001,-4.2273343E+000,-7.6096701E+000,-5.2784324E-001,-1.4960889E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0146975E-002,-2.6714401E-002, 6.5707754E-004, 6.5707754E-004
 9.3598118E+000, 1.2492449E+001,-4.2321445E+000,-7.6038748E+000,-5.3392423E-001,-1.4960744E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8794758E-002,-2.7101969E-002, 6.5707754E-004, 6.5707754E-004
 9.4688253E+000, 1.2495350E+001,-4.2339491E+000,-7.5994115E+000,-5.3972155E-001,-1.4960260E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9234191E-002,-2.7334890E-002, 6.5707754E-004, 6.5707754E-004
 9.5778389E+000, 1.2497122E+001,-4.2348785E+000,-7.5946923E+000,-5.4517143E-001,-1.4959458E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0637610E-002,-2.7214892E-002, 6.5707754E-004, 6.5707754E-004
 9.6868515E+000, 1.2498182E+001,-4.2365056E+000,-7.5890265E+000,-5.5011190E-001,-1.4958391E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4813515E-002,-2.7045794E-002, 6.5707755E-004, 6.5707755E-004
 9.7958651E+000, 1.2498785E+001,-4.2400232E+000,-7.5808552E+000,-5.5487573E-001,-1.4957103E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2051665E-002,-2.6540663E-002, 6.5707755E-004, 6.5707755E-004
 9.9048786E+000, 1.2499083E+001,-4.2417506E+000,-7.5743434E+000,-5.5971451E-001,-1.4955656E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5479477E-002,-2.6282175E-002, 6.5707755E-004, 6.5707755E-004
 1.0013892E+001, 1.2499171E+001,-4.2419550E+000,-7.5689785E+000,-5.6450526E-001,-1.4954136E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3745533E-002,-2.5808817E-002, 6.5707755E-004, 6.5707755E-004
 1.0122906E+001, 1.2499101E+001,-4.2426468E+000,-7.5630889E+000,-5.6920588E-001,-1.4952561E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8743178E-002,-2.5365707E-002, 6.5707755E-004, 6.5707755E-004
 1.0220904E+001, 1.2289404E+001,-4.1653076E+000,-7.4264476E+000,-5.7359555E-001,-1.4950709E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6822360E-002,-2.5453478E-002, 6.5707755E-004, 6.5707755E-004
 1.0318902E+001, 1.2363228E+001,-4.1920822E+000,-7.4686669E+000,-5.7763896E-001,-1.4949121E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1134928E-002,-2.4651713E-002, 6.5707755E-004, 6.5707755E-004
 1.0416900E+001, 1.2410838E+001,-4.2043221E+000,-7.4990684E+000,-5.8201496E-001,-1.4947344E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0509426E-002,-2.4041198E-002, 6.5707755E-004, 6.5707755E-004
 1.0514897E+001, 1.2441641E+001,-4.2165162E+000,-7.5123163E+000,-5.8657933E-001,-1.4945654E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5676142E-002,-2.3227219E-002, 6.5707755E-004, 6.5707755E-004
 1.0612895E+001, 1.2461558E+001,-4.2245467E+000,-7.5187505E+000,-5.9129964E-001,-1.4943938E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6175169E-002,-2.2478671E-002, 6.5707755E-004, 6.5707755E-004
 1.0710894E+001, 1.2474503E+001,-4.2324091E+000,-7.5182582E+000,-5.9600076E-001,-1.4942265E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2407672E-002,-2.1587359E-002, 6.5707755E-004, 6.5707755E-004
 1.0808891E+001, 1.2482975E+001,-4.2375860E+000,-7.5162496E+000,-6.0065742E-001,-1.4940638E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1410579E-002,-2.0924789E-002, 6.5707755E-004, 6.5707755E-004
 1.0906889E+001, 1.2488582E+001,-4.2400946E+000,-7.5139935E+000,-6.0557507E-001,-1.4939108E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5199246E-002,-2.0471776E-002, 6.5707755E-004, 6.5707755E-004
 1.1004887E+001, 1.2492348E+001,-4.2422415E+000,-7.5106337E+000,-6.0984805E-001,-1.4937622E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7593448E-002,-1.9751906E-002, 6.5707755E-004, 6.5707755E-004
 1.1102885E+001, 1.2494935E+001,-4.2490213E+000,-7.5014506E+000,-6.1380165E-001,-1.4936301E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0740129E-002,-1.8701661E-002, 6.5707755E-004, 6.5707755E-004
 1.1200883E+001, 1.2496722E+001,-4.2500374E+000,-7.4980451E+000,-6.1737749E-001,-1.4935211E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5091396E-002,-1.8090156E-002, 6.5707755E-004, 6.5707755E-004
 1.1298881E+001, 1.2498017E+001,-4.2456409E+000,-7.5001966E+000,-6.2084581E-001,-1.4934700E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8848568E-002,-1.8013708E-002, 6.5707755E-004, 6.5707755E-004
 1.1396878E+001, 1.2498910E+001,-4.2472105E+000,-7.4957685E+000,-6.2421700E-001,-1.4934647E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8494518E-002,-1.7632156E-002, 6.5707755E-004, 6.5707755E-004
 1.1494877E+001, 1.2499500E+001,-4.2493647E+000,-7.4891548E+000,-6.3045208E-001,-1.4935038E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6285986E-002,-1.8821649E-002, 6.5707755E-004, 6.5707755E-004
 1.1592875E+001, 1.2499885E+001,-4.2506774E+000,-7.4846423E+000,-6.3392668E-001,-1.4935971E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8901509E-002,-1.8720925E-002, 6.5707755E-004, 6.5707755E-004
 1.1690872E+001, 1.2500120E+001,-4.2494399E+000,-7.4826037E+000,-6.3736185E-001,-1.4937412E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3015244E-002,-1.8659767E-002, 6.5707755E-004, 6.5707755E-004
 1.1788870E+001, 1.2500250E+001,-4.2522666E+000,-7.4767885E+000,-6.4052843E-001,-1.4939261E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9051579E-002,-1.8726346E-002, 6.5707755E-004, 6.5707755E-004
 1.1886868E+001, 1.2500314E+001,-4.2530694E+000,-7.4734492E+000,-6.4339763E-001,-1.4941457E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1241877E-002,-1.9016228E-002, 6.5707755E-004, 6.5707755E-004
 1.1984866E+001, 1.2500339E+001,-4.2455691E+000,-7.4790183E+000,-6.4597909E-001,-1.4943822E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9445404E-002,-1.9665795E-002, 6.5707755E-004, 6.5707755E-004
 1.2071931E+001, 1.2283294E+001,-4.1729005E+000,-7.3331792E+000,-6.4813511E-001,-1.4945896E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6120868E-002,-2.0379834E-002, 6.5707755E-004, 6.5707755E-004
 1.2158996E+001, 1.2352690E+001,-4.1978444E+000,-7.3757579E+000,-6.4991105E-001,-1.4947879E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4661837E-002,-2.0302224E-002, 6.5707755E-004, 6.5707755E-004
 1.2246060E+001, 1.2399851E+001,-4.2129681E+000,-7.4057041E+000,-6.5182104E-001,-1.4949778E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5585952E-002,-2.0140353E-002, 6.5707755E-004, 6.5707755E-004
 1.2333126E+001, 1.2431933E+001,-4.2264989E+000,-7.4218843E+000,-6.5432588E-001,-1.4951584E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1507531E-002,-2.0292251E-002, 6.5707755E-004, 6.5707755E-004
 1.2420191E+001, 1.2453750E+001,-4.2344770E+000,-7.4332251E+000,-6.5711241E-001,-1.4953304E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2227084E-002,-2.0597146E-002, 6.5707755E-004, 6.5707755E-004
 1.2507256E+001, 1.2468576E+001,-4.2374869E+000,-7.4429197E+000,-6.5924570E-001,-1.4954923E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2781489E-002,-2.0625839E-002, 6.5707755E-004, 6.5707755E-004
 1.2594320E+001, 1.2478645E+001,-4.2445932E+000,-7.4436367E+000,-6.6150738E-001,-1.4956386E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9925504E-002,-2.0655911E-002, 6.5707755E-004, 6.5707755E-004
 1.2681386E+001, 1.2485480E+001,-4.2471597E+000,-7.4456292E+000,-6.6378801E-001,-1.4957669E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7320936E-002,-2.0673708E-002, 6.5707755E-004, 6.5707755E-004
 1.2768451E+001, 1.2490115E+001,-4.2475808E+000,-7.4430432E+000,-6.7621872E-001,-1.4958796E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6256921E-002,-2.6315836E-002, 6.5707755E-004, 6.5707755E-004
 1.2855515E+001, 1.2493249E+001,-4.2507411E+000,-7.4418386E+000,-6.7478309E-001,-1.4959715E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4451796E-002,-2.3711047E-002, 6.5707755E-004, 6.5707755E-004
 1.2951287E+001, 1.2665480E+001,-4.3150288E+000,-7.5460349E+000,-6.7776477E-001,-1.4960683E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2095026E-002,-2.2954935E-002, 6.5707755E-004, 6.5707755E-004
