Room No. 1 , Exit trans_1, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  0.000000  ,  25.000000  ,  0.000000 ,  10.000000
0.000000000000000000e+00,1.903345284424917859e-91,2.855358978833512605e-87,4.712204058232988214e-83,5.784069275829793624e-79,2.046715476565293489e-74,8.456384817364169288e-70,3.241419149855802508e-65,4.872127771281783281e-61,1.438666983621970217e-56,3.982587383724255935e-52,1.074311585953440071e-47,2.885188435075607490e-43,7.816751976882736999e-39,5.985934163378353082e-35,1.435312233480897369e-30,3.262256002837702882e-25,1.404502072503757363e-22,3.515531179801771911e-22,1.394120894153248429e-21,3.231784389330874674e-20,9.760094409255661650e-20,1.217446593309591290e-19,6.794903051729825829e-18,3.331134218656187124e-18
0.000000000000000000e+00,6.838274204421759975e-87,1.281232990166452893e-82,1.864395937567193366e-78,6.397931883757071556e-74,2.055812061229965870e-69,6.250733811890106761e-65,4.748598266787795544e-61,1.424122204189911478e-56,4.305314925982537673e-52,1.317507210212696557e-47,4.086044357134859349e-43,1.281277614566252107e-38,4.053133158563684291e-34,1.290707627674732577e-29,5.514834870392344549e-52,1.061969597915311323e-34,1.889718302692983361e-18,3.986448927687172114e-18,2.735268254892299412e-17,7.024952597749705408e-17,1.517941522411719456e-15,8.822146913411344727e-16,6.726707134493817663e-15,5.110568767978550595e-16
0.000000000000000000e+00,7.186033746189135786e-83,5.312723770646108437e-79,1.648572018058046118e-74,4.654288825274010183e-70,1.325971998363733537e-65,2.639642662201732460e-87,7.664425284317103727e-77,8.440130181871032480e-78,1.180939485672547284e-74,2.446658408006003296e-71,4.948320317850075921e-67,2.415228370596543880e-60,1.454328684389511113e-57,3.810734248286766753e-51,2.311749895881837127e-46,3.783920536993848513e-30,2.665644500368806319e-14,2.356977802967768600e-13,1.313264635866492169e-13,1.078994572982866202e-12,2.919947661953459148e-12,2.118064289910946350e-11,7.333758214888383996e-11,3.124077146929389530e-11
0.000000000000000000e+00,6.230314149353833556e-93,8.047311875533892555e-102,5.825137181954898731e-77,2.308367734078762403e-84,7.224680704441824001e-88,1.304372600543931245e-74,1.472346735207970378e-75,6.727073107889115054e-48,2.006624550816963441e-43,6.064912028917497696e-39,1.854251222872688003e-34,5.726684329905006153e-30,1.784897945442129662e-25,5.610198713441576274e-21,1.777095290133108923e-16,1.717633480634690809e-11,1.715812489466591168e-11,1.333557964836599183e-09,9.356646729899409934e-09,1.648686621710479907e-08,7.906840301548673038e-10,4.795530977736852813e-08,9.473663966041628676e-08,2.348086234999247787e-07
0.000000000000000000e+00,1.131035623160768527e-74,2.023130289964482238e-70,5.447525239947660979e-66,1.492789669280995484e-61,4.185977159242402304e-57,1.197415367976959641e-52,3.485969628280361239e-48,1.030682840453309305e-43,3.089358797224149597e-39,9.373785916114725894e-35,2.875611948905789739e-30,8.909486397937422447e-26,2.785370800001740294e-21,8.779625241116861784e-17,2.788241434343244385e-12,3.353680427616260950e-07,2.337542488193384006e-06,1.761708644731962696e-06,6.450109718076703932e-05,8.775133240922457017e-05,2.511673524271352750e-04,7.528572529005485986e-04,1.179200693102013539e-03,1.234377276870628464e-03
0.000000000000000000e+00,1.177182248369784337e-69,3.425850570310177468e-65,1.096177932510248429e-60,3.551746570964462902e-56,1.162637135387008686e-51,3.839966290429559732e-47,1.278294812409250204e-42,4.285197577359840122e-38,1.445517281723515177e-33,4.903581006289254336e-29,1.671881494494587696e-24,5.726594539350828710e-20,1.969743229045279260e-15,6.801280898712157889e-11,8.420272963336350447e-02,8.267492847632824660e-01,1.727871282385004648e+00,3.016628714623352359e+00,4.506465497455163671e+00,5.952267565846472763e+00,7.199925325069873594e+00,8.290841423836825541e+00,9.252711503355868672e+00,1.000000000000000000e+01
0.000000000000000000e+00,7.443713227214492571e-70,2.190687561301962369e-65,7.050841461333784986e-61,2.296598875066037195e-56,7.553459884772846548e-52,2.505485768212417070e-47,8.373124209748799608e-43,2.816889657358575432e-38,9.533084087572491139e-34,3.243536827379853228e-29,1.108929122516173136e-24,3.807995567096668495e-20,1.312895106125025094e-15,4.543167587220298951e-11,5.895065000306293213e-02,6.052822924843421770e-01,1.477613436330758034e+00,2.901921085996708616e+00,4.071445609291707513e+00,5.063202037312851900e+00,5.944227795093635081e+00,6.784940191807137033e+00,7.619267688526894844e+00,8.387261201894466112e+00
0.000000000000000000e+00,5.917790179455788857e-72,1.012168672262409412e-67,2.766416400757277423e-63,7.847701615018462226e-59,2.275389954681359004e-54,6.722604522642976526e-50,2.019087518859129062e-45,6.152582434603102243e-41,1.899042077950346060e-36,5.929097052266159647e-32,1.870298845024661411e-27,5.954787891859003909e-23,1.911958142449870681e-18,6.186150350280013915e-14,2.015611689541148968e-09,2.364485436382517958e-01,1.599491267205313871e+00,3.017337942728131051e+00,4.741771459317857484e+00,4.733785197309455128e+00,4.738643975670107089e+00,4.769801894424651856e+00,4.916497727741232282e+00,5.153274794324058661e+00
0.000000000000000000e+00,7.643402418718792544e-74,2.197094549093948167e-69,6.994932182139107726e-65,2.256063778710183970e-60,7.356079935294052508e-56,2.421379394172674530e-51,8.037160545404200343e-47,2.687501299012343145e-42,9.045855977208626196e-38,3.062726669055436581e-33,1.042486749856994730e-28,3.565481142920557702e-24,1.224790712371759405e-19,4.224127284538520282e-15,1.462174217988552255e-10,1.911647427976348457e-01,1.582765562316458929e+00,2.935401767545545937e+00,5.336415977923230081e+00,5.318112040481394409e+00,5.283589050437026202e+00,5.242052624358986002e+00,5.201058413118396118e+00,5.162895574189628967e+00
0.000000000000000000e+00,1.704187327926516823e-87,2.099061889549310596e-85,7.987032513805945505e-84,1.021619042699994817e-80,2.367615088298200410e-78,2.764983626684995866e-76,6.645484298890407994e-74,2.963273208526257421e-42,1.003141604837224375e-37,3.413987691596118623e-33,1.167482687924996203e-28,4.009935686813966405e-24,1.382793551660443709e-19,4.785920559508075187e-15,1.662013051890050337e-10,2.345891059913424725e-01,1.942559955264013816e+00,3.815275858373388562e+00,6.078665334914341578e+00,6.159509960424034425e+00,6.243349044937725800e+00,6.300861718278996548e+00,6.329267937085890416e+00,6.335091723733516034e+00
